Year,State,SEIFA_Quintile,Actual,Adjusted
2005,NSW,Q5,16.8957914799838,25.3365113418221
2005,NT,Q1,19.0105946746677,29.9725408834623
2005,NT,Q2,19.414723719336,30.6097000318637
2005,NT,Q3,19.2396291898804,30.3336419688526
2005,NT,Q4,19.7397345927833,31.1221196514851
2005,NT,Q5,20.6361601251096,32.5354447671078
2005,Qld,Q1,12.9835294278847,19.2564726645385
2005,Qld,Q2,14.7004493438663,21.8029159573997
2005,Qld,Q3,15.5267682422858,23.0284677126437
2005,Qld,Q4,14.9855543877075,22.2257684270416
2005,Qld,Q5,15.4541184542441,22.9207174537268
2005,SA,Q1,11.4596223355801,16.8969986834452
2005,SA,Q2,12.7180710028076,18.7525576932134
2005,SA,Q3,13.0230710775729,19.2022745958166
2005,SA,Q4,14.0141970956785,20.663671362014
2005,SA,Q5,14.9182611238772,21.9966968533335
2005,Tas,Q1,13.0274964091951,20.2619239725256
2005,Tas,Q2,14.3868833827625,22.376205538416
2005,Tas,Q3,13.1084135351333,20.3877759860159
2005,Tas,Q4,13.1959583738909,20.5239362129219
2005,Tas,Q5,14.3851894108729,22.3735708702833
2005,Vic,Q1,13.6965502163558,20.2002069773701
2005,Vic,Q2,13.734849876943,20.2566928120368
2005,Vic,Q3,13.9674749906627,20.5997774115194
2005,Vic,Q4,15.4108078511469,22.7284610623999
2005,Vic,Q5,16.350189643145,24.1138980030446
2005,WA,Q1,13.1835544998962,19.5484663808404
2005,WA,Q2,14.3933300616826,21.3423116520933
2005,WA,Q3,15.0123855658913,22.2602420715407
2005,WA,Q4,15.5405164893904,23.0433502691657
2005,WA,Q5,16.4462914684364,24.3864259720519
2006,ACT,Q1,20.9226934097421,31.3614362177058
2006,ACT,Q4,20.2542107345446,30.359434402247
2006,ACT,Q5,20.5108354667757,30.7440942552659
2006,Aus,Q1,14.9047063623983,21.5199423759625
2006,Aus,Q2,16.162051400236,23.3353416265798
2006,Aus,Q3,16.647792140617,24.0366712930956
2006,Aus,Q4,17.6212265299287,25.4421503045854
2006,Aus,Q5,19.0662653221081,27.5285484383442
2006,NSW,Q1,15.012140931292,21.8735068242234
2006,NSW,Q2,15.5203774198399,22.6140350640962
2006,NSW,Q3,16.1802589661362,23.5755184109521
